,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
20707,fDhZk6gp0XC32VvN0gVuAQ,"47-50 Ashley Terrace
Edinburgh EH11 1RY",{},True,"['Food', 'Convenience Stores']",Edinburgh,3,Margiotta,[],-3.229545799999999,EDH,3.5,55.9333291,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': False, 'Price Range': 2}",business
20725,vHO_uvpnEUufcibjA72PxA,"343 Oxgangs Road North
Edinburgh EH13 9LY",{},True,"['Libraries', 'Public Services & Government']",Edinburgh,4,Oxgangs library,[],-3.2235193,EDH,4.5,55.9051419,{},business
20744,I02D0Aq1r64RgX6XD0nqvg,"102 St Leonards Street
Newington
Edinburgh EH8 9RD","{'Monday': {'close': '20:00', 'open': '08:00'}, 'Tuesday': {'close': '20:00', 'open': '08:00'}, 'Friday': {'close': '21:00', 'open': '08:00'}, 'Wednesday': {'close': '20:00', 'open': '08:00'}, 'Thursday': {'close': '20:00', 'open': '08:00'}, 'Sunday': {'close': '18:00', 'open': '09:00'}, 'Saturday': {'close': '20:00', 'open': '08:00'}}",True,"['Hardware Stores', 'Electronics', 'Shopping', 'Home Decor', 'Home & Garden']",Edinburgh,9,Homebase,['Newington'],-3.1773272,EDH,3.5,55.9412379,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
20758,9JLmgxuUXSOLbGwN2nKm5Q,"16 Leven Street
The Meadows
Edinburgh EH3 9LJ","{'Monday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Thursday': {'close': '18:00', 'open': '10:00'}, 'Saturday': {'close': '18:00', 'open': '10:00'}}",True,['Shopping'],Edinburgh,4,Monkey Temple,"['The Meadows', 'Bruntsfield']",-3.2033339,EDH,4.0,55.9412994,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Price Range': 3}",business
20762,h79JZOiw1Wch2NUQl6oByw,"54 Lochrin Buildings
Tollcross
Edinburgh EH3 9ND","{'Tuesday': {'close': '19:00', 'open': '09:00'}, 'Friday': {'close': '19:00', 'open': '09:00'}, 'Saturday': {'close': '16:30', 'open': '09:00'}, 'Thursday': {'close': '20:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}}",False,"['Hair Salons', 'Nail Salons', 'Beauty & Spas']",Edinburgh,5,Hannah McLure Hair & Beauty,"['Tollcross', 'West End']",-3.205045999999999,EDH,4.5,55.9418344,"{'By Appointment Only': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
20794,CJOxd59MC9xXdbGIU-DtnA,"135 Comiston Road
Morningside
Edinburgh EH10 6AQ",{},True,"['Animal Shelters', 'Pets', 'Pet Stores']",Edinburgh,4,Paws Here,['Morningside'],-3.2113197,EDH,4.0,55.9217241,{},business
20808,o0-eIAgwPUOh43ICG3xmrg,"170 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4ER",{},True,"['Shopping', 'Jewelry']",Edinburgh,7,Fabulous Jewels,['Bruntsfield'],-3.2087612,EDH,3.0,55.9363059,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
20824,wPEptYpu6VbqALjHDcjypQ,"49 Raeburn Place
Stockbridge
Edinburgh EH4 1HX","{'Monday': {'close': '17:30', 'open': '09:20'}, 'Tuesday': {'close': '17:30', 'open': '09:20'}, 'Friday': {'close': '20:00', 'open': '09:20'}, 'Wednesday': {'close': '17:30', 'open': '09:20'}, 'Thursday': {'close': '20:00', 'open': '09:20'}, 'Sunday': {'close': '17:00', 'open': '11:00'}, 'Saturday': {'close': '17:00', 'open': '09:00'}}",True,"['Hair Salons', 'Hair Stylists', 'Beauty & Spas']",Edinburgh,3,Kim McGregor Hair,['Stockbridge'],-3.21224,EDH,4.0,55.959,"{'Parking': {'garage': False, 'validated': False, 'street': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 3}",business
20838,nayqvWZV_XTaSme8nbzGoQ,"13a Dundas Street
New Town
Edinburgh EH3 6QG","{'Monday': {'close': '18:00', 'open': '09:00'}, 'Tuesday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}, 'Thursday': {'close': '18:00', 'open': '09:00'}, 'Sunday': {'close': '17:00', 'open': '12:00'}, 'Saturday': {'close': '18:00', 'open': '10:00'}}",True,"['Fashion', 'Shopping']",Edinburgh,3,Belinda Robertson,['New Town'],-3.198751999999999,EDH,4.0,55.9564783,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 4}",business
20850,BaUmOu-GJ1dDS-bSYD59Bg,"Unit 75-76
12-14 St James Ctr
New Town
Edinburgh EH1 3SR","{'Monday': {'close': '18:00', 'open': '09:00'}, 'Tuesday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}, 'Thursday': {'close': '19:00', 'open': '09:00'}, 'Sunday': {'close': '17:00', 'open': '11:00'}, 'Saturday': {'close': '18:00', 'open': '09:00'}}",True,"['Shopping', 'Eyewear & Opticians']",Edinburgh,3,Vision Express,['New Town'],-3.188430799999999,EDH,3.5,55.9548425,"{'Parking': {'garage': False, 'validated': False, 'street': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 4}",business
20861,2LYLnSVja3u921WP_2Jo6w,"22 Coates Crescent
West End
Edinburgh EH3 7AF",{},True,"['Indian', 'Restaurants']",Edinburgh,11,Indian Cavalry Club,['West End'],-3.213086199999999,EDH,3.0,55.947754,"{'Take-out': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Delivery': True, 'Outdoor Seating': False, 'Takes Reservations': True, 'Waiter Service': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
20926,9S_M0GTg2m7cdHkxSzc8og,"23 Cockburn Street
Old Town
Old Town
Edinburgh EH1 1BP","{'Monday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '18:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '18:00', 'open': '11:00'}, 'Saturday': {'close': '18:00', 'open': '11:00'}}",True,"['Shopping', 'Arts & Entertainment', 'Education', 'Adult Education', 'Art Galleries']",Edinburgh,8,Stills,"['Old Town', 'Royal Mile']",-3.1902794,EDH,3.0,55.9505981,"{'Good for Kids': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Price Range': 2}",business
20949,gdMNL71BBExuxjXVPrOePA,"191 Dalry Road
Haymarket
Edinburgh EH11 2EB","{'Monday': {'close': '00:00', 'open': '16:00'}, 'Tuesday': {'close': '00:00', 'open': '16:00'}, 'Friday': {'close': '00:00', 'open': '16:00'}, 'Wednesday': {'close': '00:00', 'open': '16:00'}, 'Thursday': {'close': '00:00', 'open': '16:00'}, 'Sunday': {'close': '00:00', 'open': '17:00'}, 'Saturday': {'close': '00:00', 'open': '16:00'}}",True,"['Fast Food', 'Restaurants']",Edinburgh,6,Lazeez Tandoori,['Haymarket'],-3.2219464,EDH,4.0,55.9422159,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Delivery': True, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Takes Reservations': False, 'Alcohol': 'none', 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
20952,5oKV9EqpfVTyPMK3_a1JQw,"17031 W Bell Rd
Surprise, AZ 85374","{'Monday': {'close': '19:30', 'open': '08:00'}, 'Tuesday': {'close': '19:30', 'open': '08:00'}, 'Friday': {'close': '19:30', 'open': '08:00'}, 'Wednesday': {'close': '19:30', 'open': '08:00'}, 'Thursday': {'close': '19:30', 'open': '08:00'}, 'Sunday': {'close': '17:00', 'open': '11:00'}, 'Saturday': {'close': '19:30', 'open': '08:00'}}",True,"['Pet Services', 'Pet Groomers', 'Pet Boarding/Pet Sitting', 'Pets']",Surprise,11,Kimbur Pet Wash & Suites,[],-112.4254286,AZ,4.5,33.6387984,{},business
20967,Ttr7zkCUwGY0FxlRAEHopQ,"5300 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146",{},False,"['Korean', 'Restaurants']",Las Vegas,4,Won Mi,['Chinatown'],-115.213867,NV,4.0,36.126501,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Takes Reservations': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
20985,WYenD29fSs98MOkyayr_3Q,"69 Clerk Street
Newington
Edinburgh EH8 9JG","{'Thursday': {'close': '18:00', 'open': '11:30'}, 'Tuesday': {'close': '18:00', 'open': '14:00'}, 'Friday': {'close': '18:00', 'open': '11:30'}, 'Saturday': {'close': '18:00', 'open': '10:00'}, 'Monday': {'close': '18:00', 'open': '11:30'}}",True,"['Books, Mags, Music & Video', 'Vinyl Records', 'Shopping']",Edinburgh,13,Record Shak Record Shop,['Newington'],-3.181704499999999,EDH,4.0,55.9416927,"{'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
20988,PNUbbDgBxro9CfIMRjCJsw,"Princes Mall
3 Waverley Bridge
New Town
Edinburgh EH1 1BQ",{},True,"['Food', 'Coffee & Tea']",Edinburgh,4,Costa Coffee,['New Town'],-3.198143099999999,EDH,4.0,55.9517081,"{'Wi-Fi': 'free', 'Price Range': 2, 'Outdoor Seating': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True}",business
21017,q2JiBBvJBsydWxNbtAYHyw,"128 Newhaven Road
Leith
Leith
Edinburgh EH6 4BR",{},True,"['Food', 'Grocery', 'Convenience Stores']",Edinburgh,4,Village Store,['Leith'],-3.1887175,EDH,4.0,55.9737835,{},business
21051,WeMD_EtElg1GxSugHdpe2Q,"116 Portobello High Street
Edinburgh EH15 1AL",{},True,"['Food', 'Specialty Food', 'Meat Shops']",Edinburgh,5,Findlays Of Portobello,[],-3.1156112,EDH,5.0,55.9537934,"{'Parking': {'garage': False, 'street': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 1}",business
21068,kUlF_j1uk1IvdOETluPhsA,"4 Jeffrey Street
Old Town
Edinburgh EH1 1DT",{},True,"['Shopping', 'Home & Garden', 'Furniture Stores']",Edinburgh,5,Moleta Munro,"['Old Town', 'Royal Mile']",-3.184151299999999,EDH,3.5,55.9509037,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 4}",business
21119,RmjkYtIOF5QreAVIKx2AVg,"Gyle Avenue
South Gyle Broadway
Edinburgh EH12 9JU",{},True,"['Flowers & Gifts', 'Shopping']",Edinburgh,10,The Disney Store,[],-3.3143102,EDH,4.0,55.9385399,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
21154,-AjqYb-cws0GtZsHTsGQ7w,"2 Antigua Street
New Town
Edinburgh EH1 3NH","{'Monday': {'close': '02:00', 'open': '16:00'}, 'Tuesday': {'close': '02:00', 'open': '16:00'}, 'Friday': {'close': '03:00', 'open': '16:00'}, 'Wednesday': {'close': '02:00', 'open': '16:00'}, 'Thursday': {'close': '02:00', 'open': '16:00'}, 'Sunday': {'close': '02:00', 'open': '17:00'}, 'Saturday': {'close': '03:00', 'open': '16:00'}}",True,"['Fish & Chips', 'Restaurants']",Edinburgh,9,Deep Sea Carry-Out,['New Town'],-3.185236,EDH,4.0,55.9577122,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'average', 'Parking': {'garage': False, 'street': True, 'lot': False, 'valet': False}, 'Dogs Allowed': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
21190,voIq8Ede_J-GhRdNi-YgYg,"1 Polwarth Gardens
Edinburgh EH11 1JS","{'Monday': {'close': '21:00', 'open': '08:00'}, 'Tuesday': {'close': '21:00', 'open': '08:00'}, 'Friday': {'close': '21:00', 'open': '08:00'}, 'Wednesday': {'close': '21:00', 'open': '08:00'}, 'Thursday': {'close': '21:00', 'open': '08:00'}, 'Sunday': {'close': '21:00', 'open': '08:00'}, 'Saturday': {'close': '21:00', 'open': '08:00'}}",True,"['Food', 'Grocery', 'Convenience Stores', 'Delis', 'Restaurants']",Edinburgh,12,Santangeli,[],-3.2175106,EDH,4.0,55.9373243,"{'Price Range': 3, 'Alcohol': 'beer_and_wine', 'Caters': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True}",business
21231,q8VdPzb4zJsta6TBhtNetw,"56-60 Easter Road
Leith
Edinburgh EH7 5RQ","{'Monday': {'close': '18:00', 'open': '09:00'}, 'Tuesday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}, 'Thursday': {'close': '18:00', 'open': '09:00'}, 'Saturday': {'close': '18:00', 'open': '09:00'}}",True,"['Shopping', 'Home & Garden']",Edinburgh,5,A & A Traders,['Leith'],-3.1716669,EDH,4.0,55.9586737,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': False, 'Price Range': 2}",business
21294,KzjnqmxUkuBNNEYIrp4juw,"107 George Street
New Town
Edinburgh EH2 3ES","{'Monday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Sunday': {'close': '17:00', 'open': '12:00'}, 'Saturday': {'close': '17:30', 'open': '09:30'}}",True,"['Shopping', 'Jewelry']",Edinburgh,7,Lime Blue Diamond Store,['New Town'],-3.2032147,EDH,4.0,55.9526713,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 4}",business
21372,p5ReAGpy8zqtrUtAXQnD-Q,"801 S Power Rd
Mesa, AZ 85206",{},True,"['Pubs', 'Bars', 'Nightlife']",Mesa,3,Benchwarmers Grill,[],-111.68413,AZ,1.5,33.399883,"{'Price Range': 1, 'Alcohol': 'full_bar', 'Coat Check': False, 'Music': {'video': False, 'live': False, 'dj': False, 'jukebox': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Smoking': 'no', 'Accepts Credit Cards': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
21434,F1qVJwZrwzHc0OjolMPK_g,"58 S San Marcos Pl
Chandler, AZ 85225","{'Monday': {'close': '00:30', 'open': '11:00'}, 'Tuesday': {'close': '00:30', 'open': '11:00'}, 'Friday': {'close': '02:30', 'open': '11:00'}, 'Wednesday': {'close': '00:30', 'open': '11:00'}, 'Thursday': {'close': '00:30', 'open': '11:00'}, 'Sunday': {'close': '00:30', 'open': '09:00'}, 'Saturday': {'close': '02:30', 'open': '09:00'}}",True,"['Pubs', 'Bars', 'Nightlife', 'Irish', 'Restaurants']",Chandler,137,Irish Republic,[],-111.842356,AZ,3.0,33.3027643,"{'Alcohol': 'full_bar', 'Noise Level': 'average', 'Music': {'video': False, 'live': True, 'dj': False, 'jukebox': False}, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Good for Kids': False, 'Wheelchair Accessible': True, 'Good For Dancing': False, 'Delivery': False, 'Dogs Allowed': False, 'Coat Check': False, 'Smoking': 'no', 'Accepts Credit Cards': True, 'Take-out': True, 'Price Range': 2, 'Happy Hour': True, 'Outdoor Seating': True, 'Takes Reservations': False, 'Waiter Service': True, 'Wi-Fi': 'free', 'Caters': False, 'Good For': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': True, 'Good For Groups': True}",business
21557,R6Blr7w6xe9YWwQaKx9g5w,"Camelback Village Pharmacy
4416 E Camelback Rd
Phoenix, AZ 85018","{'Monday': {'close': '17:00', 'open': '09:00'}, 'Tuesday': {'close': '17:00', 'open': '09:00'}, 'Friday': {'close': '17:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}, 'Saturday': {'close': '14:00', 'open': '09:00'}}",True,"['Post Offices', 'Public Services & Government']",Phoenix,6,USPS,[],-111.9854351,AZ,3.5,33.5096084,{},business
21684,ga75yYyuGsFmhESdgdZwHw,"13802 N Scottsdale Rd
Ste 107
Scottsdale, AZ 85254","{'Monday': {'close': '18:00', 'open': '08:00'}, 'Tuesday': {'close': '18:00', 'open': '08:00'}, 'Friday': {'close': '18:00', 'open': '08:00'}, 'Wednesday': {'close': '18:00', 'open': '08:00'}, 'Thursday': {'close': '18:00', 'open': '08:00'}, 'Sunday': {'close': '16:00', 'open': '10:00'}, 'Saturday': {'close': '17:00', 'open': '08:00'}}",True,"['Barbers', 'Beauty & Spas']",Scottsdale,10,Gold Scissors,[],-111.927231271818,AZ,5.0,33.6115424964405,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
21693,kALWQ76kSTrt_WhdjLAs3g,"4090 S Eastern Ave
Eastside
Las Vegas, NV 89119","{'Monday': {'close': '21:30', 'open': '11:00'}, 'Tuesday': {'close': '21:30', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:30', 'open': '11:00'}, 'Thursday': {'close': '21:30', 'open': '11:00'}, 'Sunday': {'close': '21:30', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",True,"['Seafood', 'Buffets', 'Chinese', 'Restaurants']",Las Vegas,83,Buffet at Asia,['Eastside'],-115.118622,NV,2.5,36.115194,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
21699,iepZKNHA10OBe9XwkyE72A,"Phoenix, AZ",{},True,"['Local Services', 'IT Services & Computer Repair']",Phoenix,4,Thunderbird Computer Consulting,[],-112.0740373,AZ,5.0,33.4483771,{},business
21727,u9ovgPfvFLD4dK1PjLglYA,"37645 N Cave Creek Rd
Cave Creek, AZ 85331",{},False,"['Mexican', 'Restaurants']",Cave Creek,18,Los Mesquites Taqueria,[],-111.954798,AZ,3.5,33.8255202,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Takes Reservations': True, 'Delivery': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
21739,CdfA0369R3u8hj864GdUzw,"3111 W Chandler Blvd
#2162
Chandler, AZ 85226",{},True,"['Fashion', 'Shopping', 'Accessories', 'Watches']",Chandler,5,Fossil Accessory Store,[],-111.897967,AZ,4.0,33.3022462,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 3}",business
21745,L0yc_qH0SItiEq_MzQzRdg,"30 - 34 St Andrew Square
New Town
New Town
Edinburgh EH2 2AD","{'Monday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Thursday': {'close': '20:00', 'open': '10:00'}, 'Sunday': {'close': '18:00', 'open': '11:00'}, 'Saturday': {'close': '19:00', 'open': '10:00'}}",True,"['Department Stores', 'Fashion', 'Shopping']",Edinburgh,41,Harvey Nichols,['New Town'],-3.191835999999999,EDH,4.0,55.9546388,"{'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Price Range': 4}",business
21774,unEfbsbbRf-xaM_cuiyB2Q,"5000 S Arizona Mills Cir
Tempe, AZ 85282",{},True,"['Fashion', 'Shopping', 'Shoe Stores', 'Outlet Stores']",Tempe,3,Nine West Outlet,[],-111.964485,AZ,3.5,33.383123,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
21810,6mAu7E9ycSGiO5phgho1Bg,"3015 E. Fremont Street
Downtown
Las Vegas, NV 89104",{},True,['Nightlife'],Las Vegas,3,El Premier Night Club,['Downtown'],-115.108926,NV,2.5,36.152993,"{'Noise Level': 'average', 'Coat Check': False, 'Accepts Credit Cards': True, 'Outdoor Seating': False, 'Price Range': 2}",business
21845,uVIbi8prW0_zKkX3Cf0FOQ,"76 N Old Litchfield Rd
Litchfield Park, AZ 85340","{'Monday': {'close': '02:00', 'open': '11:00'}, 'Tuesday': {'close': '02:00', 'open': '11:00'}, 'Friday': {'close': '02:00', 'open': '11:00'}, 'Wednesday': {'close': '02:00', 'open': '11:00'}, 'Thursday': {'close': '02:00', 'open': '11:00'}, 'Sunday': {'close': '23:00', 'open': '11:00'}, 'Saturday': {'close': '02:00', 'open': '11:00'}}",True,"['Italian', 'American (Traditional)', 'Restaurants']",Litchfield Park,52,Taps Signature Cuisine & Bar,[],-112.3583333,AZ,3.0,33.493659,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 2}",business
21894,JBqnbJyOA2q_wtJ8xuWvUQ,"1450 W Horizon Ridge Pkwy
B-314
Henderson, NV 89012","{'Monday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",True,"['Peruvian', 'Restaurants']",Henderson,103,Mi Peru South American Grill,[],-115.0502202,NV,4.0,36.0224814,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Takes Reservations': True, 'Has TV': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
21976,RCreCD-8sqSljl7hlzjU0Q,"9301 E Shea Blvd
Ste 105
Scottsdale, AZ 85260","{'Monday': {'close': '21:00', 'open': '10:00'}, 'Tuesday': {'close': '21:00', 'open': '10:00'}, 'Friday': {'close': '21:00', 'open': '10:00'}, 'Wednesday': {'close': '21:00', 'open': '10:00'}, 'Thursday': {'close': '21:00', 'open': '10:00'}, 'Sunday': {'close': '21:00', 'open': '10:00'}, 'Saturday': {'close': '21:00', 'open': '10:00'}}",True,"['Fast Food', 'Sandwiches', 'Restaurants']",Scottsdale,9,Quiznos,[],-111.880204,AZ,2.5,33.5810432,"{'Take-out': True, 'Wi-Fi': 'free', 'Drive-Thru': False, 'Noise Level': 'average', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Attire': 'casual', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 1}",business
